,tweet_id,user_username,author_id,user_name,text,created_at,in_reply_to_user_id,user_created_at,user_description,user_location,retweet_count,like_count,quote_count,user_followers_count,user_following_count,sourcetweet_type,tokenized_text,hashtags,punctuation
6952,1285207153637294080,review__ai,19432750,╰┈➤ 𝒜𝒾 ®ᵉᵛⁱᵉʷ,"#neurodiversity &amp; gaze

what is #autism? 
- - deep inner-gazing self reflection - -

i’ve thought about it long, analyzed my own autism, and fellow #ActuallyAutistic not to make an error, using the descending linked causality {rlc} method in correct linked order of #OR",2020-07-20T13:37:18.000Z,19432750.0,2009-01-24T05:15:49.000Z,":: account by Agave Y., he/they, with Asperger’s :: swiss secure email: aireview@pm.me :: retweets are not endorsements :: © ::",US / PL,0,0,0,3,26,,gaze deep innergazing self reflection thought long analyzed autism fellow make error using descending linked causality rlc method correct linked order,"['#neurodiversity', '#autism', '#actuallyautistic', '#or']","['', '', '', '', '', '', '’', '', '', '', '', '']"
6958,1285201542388252673,gdmorewood,552116054,Gareth D Morewood,"**FREE** WEBINAR from @studioIII 

Tuesday 21st July, 3pm - 5pm BST

Neurodiversity - It Takes All Different Kinds of Mind

Andrew Smith (@AutieAndy), Inclusion Ambassador and SEND Advocate for schools

**FREE** WEBINAR from @studioIII 

https://t.co/pPlFoxcKWB",2020-07-20T13:15:00.000Z,,2012-04-12T19:43:50.000Z,Educational Advisor @StudioIII | SENCology (https://t.co/mc237kPgc7) | Director LASER (https://t.co/090LlqwtHy) | Prev 25 yrs in schools - 17 yrs as Secondary SENCo,North Wales & Worldwide ,3,4,0,25812,28333,,free webinar tuesday st july pm pm bst takes different kinds mind andrew smith inclusion ambassador send advocate schools free webinar,[],"['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
6959,1285201092209455106,BeckyDoesBeauty,713029038680457216,Rebecca Lilly,@DoYourDrafts I've done it. I've moved on to sonnets in the last five years. It's a challenging discipline and helps organize the chaos brain. #Neurodiversity,2020-07-20T13:13:12.000Z,1.0371082687143526e+18,2016-03-24T15:45:45.000Z,"Mother of two young men.💕 
Stubborn speaker of the Truth. 
Political enthusiast.
She/Her","Florida, USA",0,1,0,220,339,,ive done ive moved sonnets last five years challenging discipline helps organize chaos brain,['#neurodiversity'],"['', '', '']"
6963,1285194708625620993,PurposefulSelf,716975086272704512,Luc@s (he/they) Queer Counsellor,"#Autism is often split between men &amp; women but the #Binary is a huge mistake whether it's about #GenderIdentity or #Neurodiversity. A lot of women diagnosed #Autistic have an autism usually attributed to men, hence why they got the #Diagnosis because it has more obvious traits.",2020-07-20T12:47:50.000Z,,2016-04-04T13:05:56.000Z,#Queer #Psychosynthesis #Counsellor #PersonalDevelopment #Relationships #Wellbeing #GenderIdentity #Sexuality #Neurodiversity #OnlineTherapy #Polyamory #LGBTQ,"Cardiff, Wales",1,0,0,196,810,,often split men women huge mistake whether lot women diagnosed autism usually attributed men hence got obvious traits,"['#autism', '#binary', '#genderidentity', '#neurodiversity', '#autistic', '#diagnosis']","['', '', '', '']"
6964,1285190783180713984,TDTimeBaby,866794271218835458,🧍🏻‍♀️The Real Sinko ™️,I’ve met maybe 3 neurotypical people in my life can we stop trying to gatekeep mental illness and neurodiversity,2020-07-20T12:32:15.000Z,,2017-05-22T23:13:53.000Z,Twitter is for goofin around,,0,15,0,1972,4601,,met maybe neurotypical people life stop trying gatekeep mental illness,[],"['’', '']"
6966,1285185977191763968,LoganNBeyer,1223368963800911872,Logan Nicole Beyer,"M2 so far: 

🎒 backpacking in the Sierras 
🧠 studying neuroanaotomy
🎂 baking friends cakes
👩🏻‍🔬 researching child adversity 
✏️ planning talks on neurodiversity, social justice &amp; child health

Sometimes med school is rough, but sometimes it is so joyful!

#medstudenttwitter",2020-07-20T12:13:09.000Z,,2020-01-31T22:14:54.000Z,"Construction worker ➡️ pediatrician + social epidemiologist @HarvardMed, studying how inequities shape child health | Artist, baker, mountain lover | she/her","Brookline, MA",0,38,0,629,539,,far backpacking sierras studying neuroanaotomy baking friends cakes researching child adversity planning talks social justice child health sometimes med school rough sometimes joyful,['#medstudenttwitter'],"['', '🎒', '🧠', '🎂', '👩🏻\u200d🔬', '✏', '️', '', '', '', '']"
6969,1285183875367436294,QuinacridoneG,1282972591033122816,serotonin machine,"@RachelConnoll14 Also the intersection of class and neurodiversity! I must have asked so many times what I was supposed to do next, only 'obviously go to grad school/get a job'. Failed to get into grad school, burned out at the only degree-related job I got. What do I do now??",2020-07-20T12:04:48.000Z,889526082.0,2020-07-14T09:38:15.000Z,"Perpetually depressed, angry millenial looking to talk with other adults diagnosed late with ADHD/ASD. lady aligned feudal lord.",Burned out,3,10,0,18,16,,also intersection class must asked many times supposed next obviously go grad school get job failed get grad school burned degreerelated job got,[],"['', '', '', '', '', '', '', '', '', '']"
6972,1285179406235971584,jaime_a_heidel,1266072995673575424,Jaime A. Heidel - The Articulate Autistic,The Blissful Peace of Autistic Staring: https://t.co/VuQ7ZywvfD #autistic #autism #neurodivergent #neurodiversity Please RT https://t.co/itHqAssna5,2020-07-20T11:47:02.000Z,,2020-05-28T18:26:29.000Z,No longer updating here. Find me on Instagram or LinkedIn.,Connecticut,0,1,0,1450,200,,blissful peace autistic staring please rt,"['#autistic', '#autism', '#neurodivergent', '#neurodiversity']",['']
6975,1285179119173607426,Mindfulpharmacy,281544383,Dr Karen Neil MRPharmS MIHPE,Useful information on exemptions from wearing face masks. Please help raise awareness #Autism #spd #Neurodiversity  https://t.co/casqmH3607,2020-07-20T11:45:54.000Z,,2011-04-13T13:55:48.000Z,"Pharmacist. Health Coach @bodybackup. Mindfulness, neurodiversity, young people, creative arts, music (bass clarinet), community, planet. Trustee @InstituteHPE.","Nottingham, UK. Views my own.",2,1,0,564,1011,,useful information exemptions wearing face masks please help raise awareness,"['#autism', '#spd', '#neurodiversity']",['']
6977,1285178532398800896,abruni,15286678,abruni,The latest The CIO Italiani Daily N E W S! https://t.co/LGCfcMjmOs #neurodiversity #neurotwitter,2020-07-20T11:43:34.000Z,,2008-07-01T10:05:57.000Z,,,0,1,0,106,37,,latest cio italiani daily n e w,"['#neurodiversity', '#neurotwitter']",['']
6979,1285175119971745792,ordinarytimemag,499791999,Ordinary Times,"""I think our job market must change-not just for people like me, but for everyone"" writes @denminn ""We have to create an economy built more on seeing the worker as an apprentice, where people can learn, places where people can grow into their vocation""
https://t.co/hXgbjr0eis",2020-07-20T11:30:00.000Z,,2012-02-22T13:48:02.000Z,"A place of politics, culture, & discourse. Great writing that only costs you a click

Submissions/inquiries: Managing Editor @four4thefire or EiC @trumwill",Everywhere,1,1,0,2058,136,,think job market must changenot people like everyone writes create economy built seeing worker apprentice people learn places people grow vocation,[],"['', '', '', '', '', '', '']"
6981,1285172661618905089,InclusionUAE,486144796,G 🇬🇧 🇦🇪,"#FFBInclusion #FFBMonday
Please get involved if you are interested in #SEND #neurodiversity https://t.co/KLHEbb3uyK",2020-07-20T11:20:14.000Z,,2012-02-07T23:53:30.000Z,"Inclusion specialist, lifelong learner. MEd. MA in Special Ed. iSENCo & NASENCo tutor. EdD student, Uni of Bath.","Abu Dhabi, UAE",0,1,0,2389,1806,quoted,please get involved interested,"['#ffbinclusion', '#ffbmonday', '#send', '#neurodiversity']",[]
6982,1285171411804459011,AdhdEmbraceUK,1162830217,Adhd Embrace,"Our webinar is tomorrow! Join us at 8:15PM tomorrow where our panel will discuss how to manage family dynamics when you have a child or young person with ADHD.  We hope to see you there!

https://t.co/xcGnjKt0BO

#ADHD #Neurodiversity #ADHDwebinar #Paneldiscussion",2020-07-20T11:15:16.000Z,,2013-02-09T12:23:51.000Z,"We support parents, carers, and professionals working with children and young people with ADHD. info@adhdembrace.org","London, England",1,3,0,3373,1745,,webinar tomorrow join us pm tomorrow panel discuss manage family dynamics child young person adhd hope see,"['#adhd', '#neurodiversity', '#adhdwebinar', '#paneldiscussion']","['', '', '', '']"
6983,1285168215665127424,CCADLD,541008670,CCA Derry~Londonderry,"Mistry’s practice adds to discourse on topics of mental health/neurodiversity, feminist politics, identity, sex &amp; queerness, whilst deconstructing language, and exploring sensory/non-word based vocabularies. Priya is due to be part of CCA's exhibition programme later in the year.",2020-07-20T11:02:34.000Z,541008670.0,2012-03-30T17:54:50.000Z,"CCA is a contemporary art centre in Derry~Londonderry. Supported by @artscouncilni, DCSDC & @artfund. Shortlisted for #MuseumoftheYear 2021. #CCADLD",10–12 Artillery Street,1,1,0,2237,746,,mistry practice adds discourse topics mental health feminist politics identity sex queerness whilst deconstructing language exploring sensory nonword based vocabularies priya due part ccas exhibition programme later year,[],"['’', '', '', '', '', '', '', '', '', '', '']"
6984,1285167879684489216,PSupportNW,1239523074300612608,Perfect Support,"If you need support with mental health and wellbeing in your workplace, please contact Perfect Support - email us at info@psupport.co.uk
https://t.co/wtVWdd6Mvv
#mentalhealth #neurodiversity #workplacewllbeing https://t.co/vo1HTcccff",2020-07-20T11:01:14.000Z,,2020-03-16T12:06:17.000Z,"Improving Workplace Wellbeing.
Workstation set-up; workplace assessments; coping strategy coaching; specialist grief, loss & traumatic change coaching.","Blackpool, Lancashire",0,1,0,61,66,,need support mental health wellbeing workplace please contact perfect support email us infopsupportcouk,"['#mentalhealth', '#neurodiversity', '#workplacewllbeing']","['', '']"
6986,1285166077417324545,thecoinhunter,16370014,Joanna Strom,Neurodivergence: Provoking a New Mind Sight - via @smedian_network #ArtificialIntelligence #Neurodiversity #Neuroscience #Humanity https://t.co/guNzoe2HWS,2020-07-20T10:54:04.000Z,,2008-09-19T20:46:51.000Z,Thought Leader/Writer/Creative,"Texas, USA",0,0,0,1151,4880,,neurodivergence provoking new mind sight via,"['#artificialintelligence', '#neurodiversity', '#neuroscience', '#humanity']","['', '']"
6987,1285164884381126656,pact_autism,870572378018983937,P.A.C.T for Autism,"Autism Is an Identity, Not a Disease: Inside the Neurodiversity Movement 

 https://t.co/1ED9wiUomh",2020-07-20T10:49:20.000Z,,2017-06-02T09:26:44.000Z,"We are a friendly parent/carer led support group that provides support, information & advice to all with a focus on Autism spectrum disorders.
Hope you enjoy 😀","Glasgow, Scotland",0,1,0,213,81,,autism identity disease inside movement,[],"['', '']"
6990,1285160013410041856,jasjanae,17297755,Black Pegasus,"@MrBeardPapa For the love of god... you do not know you have a mental health condition or any form of neurodiversity until you see a professional and get a test done. 

You cannot just say, “oh this fits me” and decide you have a thing. That’s like going on WebMD and deciding you hve cancer.",2020-07-20T10:29:58.000Z,73722850.0,2008-11-10T23:17:00.000Z,she/her | millennial mom | store-bought neurotransmitters | live tweeting | Ravenclaw | Sports! | I belong to the church of Styles 🏳️‍🌈,"Spring, Texas",0,0,0,1283,1761,,love god know mental health condition form see professional get test done cannot say oh fits decide thing like going webmd deciding hve cancer,[],"['', '', '', '“', '”', '', '’', '']"
6991,1285159364907732997,Glitch_Guy,2865639453,G͜l̨̛̀͢͠ì̸͟t̨͝c̸̢h,"@jakethegaykid @LolOlive1155 @garkoistrash @SpriteAnim @Neko_Shy @Xploshi @JunkyJanker No one said it's harmful to begin with, it's just cringe. It's what most kids and teens do at some point. I'm unsure how you link it to ""neurodiversity"" though.",2020-07-20T10:27:24.000Z,1.2180452717640172e+18,2014-11-07T14:05:50.000Z,"I did YTPs and just edits in general. I now mix and produce stuff.
Subscribe to Discord Rap Battles",,0,12,0,21,223,,one said harmful begin cringe kids teens point im unsure link though,[],"['', '', '', '', '', '']"
6992,1285156405155160064,gpjanik,1182804697,Greg Janik,"@rivatez @kanyewest he’s just dumb af, neurodiversity aside",2020-07-20T10:15:38.000Z,586559221.0,2013-02-15T14:24:26.000Z,Too lazy to tweet. CTO @ https://t.co/iPypDD5JUw.,"Berlin, Deutschland",0,0,0,64,244,,dumb af aside,[],"['’', '']"
6993,1285147429763985408,TheCrisses,44347498,"Criss ""Crisses#3711"" Xes",Underrated thread. #Neurodiversity https://t.co/sugrYFwX9I,2020-07-20T09:39:58.000Z,,2009-06-03T12:24:25.000Z,"plural/DID life coach https://t.co/Jf0LAuClNO newsletter in the link below. Inclusive plural system, all about internal community.",crisses.org kinhost.org,0,2,0,1434,256,quoted,underrated thread,['#neurodiversity'],['']
6996,1285146558858657793,GrahamBM,7460872,Graham Brown-Martin,"#AutisticCreativity day 6

Each day I celebrate someone who is autistic &amp; has excelled in the arts or sciences

Today is underground hip hop legend &amp; Raider Klan founder, SpaceGhostPurrp 💥 

https://t.co/3VfCefdIU9

#neurodiversity

@raidrklnrecords",2020-07-20T09:36:31.000Z,,2007-07-13T21:55:53.000Z,catalyst⚡️speaker 🗣broadcaster 📺 writer📚coach💡https://t.co/4iXT1RtgqU 🧠 https://t.co/pqVkVpuqxw 🌍 #innovation #neurodiversity #learning he/him,"Bristol, England",0,5,0,12635,2276,,day day celebrate someone autistic excelled arts sciences today underground hip hop legend raider klan founder spaceghostpurrp,"['#autisticcreativity', '#neurodiversity']","['', '', '', '', '💥']"
6997,1285145947408867329,GratefulLeaders,770175103,Grateful Leadership,"Join Judith W. Umlas as she interviews Brandon Fargis, Neurodiversity expert, on Leading in a Neurodiverse World – Stories of Grateful Leadership during Uncertain Times. https://t.co/87mS58af91",2020-07-20T09:34:05.000Z,,2012-08-20T20:27:57.000Z,"Go Grateful - Have the courage to learn, the vision to lead and the passion to grow.",New York,0,0,0,180,224,,join judith w umlas interviews brandon fargis expert leading world stories grateful leadership uncertain times,[],"['', '', '', '–', '']"
7003,1285360466529865728,dryltweets,723544826071932928,midlife goth phase,"@Mars_babbles I truly wish more people who have actual, lived experience with mental illness and neurodiversity would get into psychology and psychiatry bc I spent most of my life being tossed around like a radioactive potato from one neurotypical psych to another and it was Not Helpful",2020-07-20T23:46:30.000Z,9.092440049524163e+17,2016-04-22T16:11:44.000Z,erin 🖤 35 🖤 they/whatever 🖤 bi ace enby 🖤 neurodivergent 🖤 main @stitchedmoon,pennsylvania,0,1,0,200,176,,truly wish people actual lived experience mental illness would get psychology psychiatry bc spent life tossed around like radioactive potato one neurotypical psych another helpful,[],['']
7005,1285360157606764552,Scenario_2020,1184310508490514432,Dr Scenario 😷😎,"A good read, I think. I need to read over it again, too. It's dense &amp; I've not given much thought to this before, so there is a lot to take in.
#Neurodiversity #freespeech #AcademicChatter #AcademicTwitter 
https://t.co/MwRFFPcXNw via @Quillette",2020-07-20T23:45:17.000Z,,2019-10-16T03:31:13.000Z,"Data Science |
Scenario Planning & AI Interaction @EdinburghNapier | PI of @FAR_hub  #FARvisions #FirstGenDoc",,1,6,0,965,2564,,good read think need read dense ive given much thought lot take via,"['#neurodiversity', '#freespeech', '#academicchatter', '#academictwitter']","['', '', '', '', '', '', '']"
7006,1285358402764451841,soapmilktea,1083741752496975873,⌖ ale ⌖,the way me learning more about neurodiversity is making my dad realize he’s neurodiverse too and that’s why I get along with him more than anyone I know,2020-07-20T23:38:18.000Z,,2019-01-11T15:05:43.000Z,patiently waiting for pjo live action • she/her • 21 • check out my youtube channel!,★,0,1,0,1122,345,,way learning making dad realize get along anyone know,[],"['’', '’']"
7007,1285356474470936576,GrimOgreLabs,18945922,Michtim: Fluffy Adventures,"and we’re not talking what’s worse or harder to deal with. just that neurodiversity is actually complicated and not a simple thing. I don’t have Tourette, so I can’t talk shit about that. The problem is that people like to dismiss very real issues all the time.",2020-07-20T23:30:38.000Z,18945922.0,2009-01-13T17:55:17.000Z,🐹 Your Queer #Hamsterpunk Sib 🏳️‍🌈🏳️‍⚧ #TTRPG Creator 🇦🇹 🐻‍❄️ bipolar nbi bear 📝 UX Architect • Illustrator • pfp @tofurevolution • they/them,"Styria, Ostarrîchi (Austria)",0,1,0,3918,4561,,talking worse harder deal actually complicated simple thing tourette talk shit problem people like dismiss real issues time,[],"['’', '’', '', '', '’', '', '’', '', '']"
7008,1285356354660491264,Mazzaphrenia,236770537,Marion Rae,Neurodiversity 101 #aspies https://t.co/DjGSXMHhj1,2020-07-20T23:30:10.000Z,,2011-01-11T10:04:23.000Z,"Future Economies Correspondent, federal Press Gallery, @AAPNewswire. Kiwi in Oz. Politics, art, ideas, energy, mining & neurodiversity are my things.","Canberra, Australia",0,1,0,1793,1736,quoted,,['#aspies'],['']
7009,1285354940429406208,stephmarshall,14364442,Stephanie J. Marshall,"My favourite mug. 
#adhd #neurodiversity #StigmaFree #adhdcoaching #squirrel #MondayVibes 
https://t.co/NtcWOvhu7d",2020-07-20T23:24:33.000Z,,2008-04-11T20:44:19.000Z,"📌 Coach: Helping women to find the path they really want to be on and discover what they are capable of.
#alignmentcoach 
#mindset #lifecoach #genx",Canada,0,0,0,1393,424,,favourite mug,"['#adhd', '#neurodiversity', '#stigmafree', '#adhdcoaching', '#squirrel', '#mondayvibes']",['']
7012,1285352434454237185,ndmediahq,1139373387837427717,Neurodiversity Media,"@Shei_laVie In the future, we will not associate puzzle pieces and neurodiversity in our visuals. Thank you for calling this out.",2020-07-20T23:14:35.000Z,1.1393733878374277e+18,2019-06-14T03:25:59.000Z,Neurodiversity Media hosts evidence-based learning resources for the neurodivergent employment lifecycle.,Global,0,0,0,1414,525,,future associate puzzle pieces visuals thank calling,[],"['', '', '']"
7015,1285348847099744256,dmays,14249895,lubert,"@samdylanfinch 2/ Also, I feel like the neurodiversity paradigm and movement contribute a lot to this ""different/divergent not disordered"" outlook. It sucks, because the movement's goals are mostly great, but the way they're trying to achieve them sucks.",2020-07-20T23:00:20.000Z,2861010145.0,2008-03-29T07:55:44.000Z,/r/adhd community moderator.,"Lexington, KY",0,3,0,42,67,,also feel like paradigm movement contribute lot different divergent disordered outlook sucks movements goals mostly great way theyre trying achieve sucks,[],"['', '', '', '', '', '', '', '', '', '']"
7017,1285347533972103168,FNeurodiversity,1280279044638965760,Foundation for Neurodiversity,Neurodiversity is a competitive advantage. Our society has the power to harness neurodiverse talent. Link in our bio to read the full article. #neurodiversity #nerodivergent https://t.co/0TLBQTee0q,2020-07-20T22:55:07.000Z,,2020-07-06T23:15:03.000Z,"Helping Neurodiverse Communities live, grow, and thrive.",,0,0,0,2,0,,competitive advantage society power harness talent link bio read full article,"['#neurodiversity', '#nerodivergent']","['', '', '']"
7020,1285340694312153090,rohanmaloney,14737755,Rohan Maloney,"""Celebrating neurodiversity in the workplace: The Dell example | TheHill - The Hill"" https://t.co/BRKsQpCaSX #delltechnologies #Iwork4Dell",2020-07-20T22:27:56.000Z,,2008-05-11T22:51:01.000Z,"Working at CDCDC. former @Delltechanz ,@microsoft ,@samsung 
Automation for the enterprise. Getting my Datacentre on.","Acton, Canberra",0,0,0,1990,4940,,celebrating workplace dell example thehill hill,"['#delltechnologies', '#iwork4dell']","['', '', '', '', '']"
7024,1285333722988978182,ghflearners,1084119575556280320,GHF Learners,"#Learners! Don't miss TODAY's #GHFLearnersExpert Series mtg w guest, #GHFWriter &amp; creator of #CurrivanProtocol, Teresa Currivan @CurrivanTeresa discussing #parenting &amp; #teaching #2e! #twiceexceptional #gtchat #gifted #differentlywired #neurodiversity #helpmychildthrive #ADHD #SPD https://t.co/J9vYXFZf33",2020-07-20T22:00:14.000Z,,2019-01-12T16:07:03.000Z,"GHF Learners is a non-profit volunteer organization that works to empower gifted families in their educational choices. ""Gifted education starts at home!""",United States,0,3,1,1306,1155,,dont miss todays series mtg w guest creator teresa currivan discussing,"['#learners', '#ghflearnersexpert', '#ghfwriter', '#currivanprotocol', '#parenting', '#teaching', '#2e', '#twiceexceptional', '#gtchat', '#gifted', '#differentlywired', '#neurodiversity', '#helpmychildthrive', '#adhd', '#spd']","['', '', '', '', '', '']"
7025,1285333697374420998,ExperianDataLab,2596836636,Experian DataLab #StaySafe,Check out our #DataTalk podcast with Dr. Camilla Pang about how #science and #math helps us understand human relationships. https://t.co/kJUZ8N9Nai @millzymai #neurodiversity #autism #ADHD https://t.co/OaqKkzG2pC,2020-07-20T22:00:08.000Z,,2014-06-30T20:12:37.000Z,"Tweeting about #AI, #ML & #DataScience Subscribe to the #DataTalk podcast: https://t.co/Q2TW7u3avI  Managed by @MikeDelgado",London | São Paulo | Singapore,0,2,0,24151,21973,,check podcast dr camilla pang helps us understand human relationships,"['#datatalk', '#science', '#math', '#neurodiversity', '#autism', '#adhd']","['', '']"
7028,1285332440987381760,GtownNeurology,1283398300759195653,Georgetown Neurology Residency,Meet our current PGY4 class (minus Cory) ! You cannot tell through their masks but they are straight cheesing at their bbq over the weekend get-together for starting off their last year of residency. #neurotwitternetwork #Neurodiversity #medtwitter https://t.co/JsazKtx19k,2020-07-20T21:55:08.000Z,,2020-07-15T13:49:45.000Z,Official twitter of the Georgetown University Hospital Neurology Residency Program. Follow us on Instagram: gtown_neuro_residency,"Washington, DC",1,5,0,2020,282,,meet current pgy class minus cory cannot tell masks straight cheesing bbq weekend gettogether starting last year residency,"['#neurotwitternetwork', '#neurodiversity', '#medtwitter']","['', '', '', '', '']"
7029,1285330960678916097,AwesomeNeuro,885286875199614977,Dr. Nicole A. Tetreault,"Join me August 19 for ""A Lens into Neurodiversity - In and Out of the Classroom""

I'll share insights about #gifted #2e #ADHD #Asynchrony #sleep sleep hygiene, and rewriting the mind for positive neural plasticity.

https://t.co/jkzkFwYgNJ https://t.co/no11aTRZbB",2020-07-20T21:49:15.000Z,,2017-07-12T23:56:53.000Z,"Neuroscience PhD @Caltech | Author https://t.co/5Wvj5JiPfu @GiftedUnltdLLC, Variations2e | Meditation Teacher, Speaker, Founder AwesomeNeuroscience & Beyond the Cell",California,2,6,0,2312,903,,join august lens classroom ill share insights sleep hygiene rewriting mind positive neural plasticity,"['#gifted', '#2e', '#adhd', '#asynchrony', '#sleep']","['', '', '', '', '', '']"
7031,1285328032018956291,marisaddendum,1252170177824915456,dizzy-addendum,"I’m not confident to be that same coherent-ND-person out of this cloud. I get a new vision with old references. It’s hard to let them know. It’s hard to get out of a trapped version of yourself. Still, I cannot ignore who I am. Neurodiversity it’s there giving me a life.",2020-07-20T21:37:37.000Z,1.2521701778249155e+18,2020-04-20T09:40:17.000Z,my personal attempt to share something! Autistic + deaf. An emotional mess due to alexithymia and sensitivity to rejection.,Wondering-Brain-Fog,0,0,0,142,56,,confident coherentndperson cloud get new vision old references hard let know hard get trapped version still cannot ignore giving life,[],"['’', '', '', '’', '', '’', '', '', '', '’', '']"
7032,1285326923468423169,_FayeFite,2478841038,Faye Fite,"Today's #DisabilityPrideMonth Pro tip: Follow @novelmindkidlit! They focus on #Neurodiversity and #Mentalhealth in KidLit, and have an epic database where you can find books with neurodiversity, disability, and mental health rep. It's awesome: https://t.co/bzZI67h2sg",2020-07-20T21:33:13.000Z,2478841038.0,2014-05-05T21:05:14.000Z,"Disabled author of Christian Fantasy/SciFi, bookworm, fan girl, STEM PhD student. When I'm not nerding out, I'm--Just kidding. I'm always nerding out.",Illinois,2,10,0,2148,658,,todays pro tip follow focus kidlit epic database find books disability mental health rep awesome,"['#disabilitypridemonth', '#neurodiversity', '#mentalhealth']","['', '', '', '', '', '', '']"
7037,1285325388625977344,enbyboris,1200084597201080320,isaac,@wrldofsunflower its only bad if someone doesn’t do research at all and thinks mental illness and neurodiversity is quirky and stuff yk,2020-07-20T21:27:07.000Z,9.514853473677025e+17,2019-11-28T16:10:58.000Z,#CATRA: just bc i came when you went pspsps doesnt mean i like you. Fucking idiot,## HE-HIM,0,0,0,205,125,,bad someone research thinks mental illness quirky stuff yk,[],['’']
7040,1285323133403070464,C_R_Brock,1282189419676487680,C. R. Brock,@BethGawlik That's fabulous! I have some extended family members with various neurodiversity conditions. Such an amazing thing to write about for your heroine. Best of luck with your querying. I hope someone takes a chance on your novel!,2020-07-20T21:18:09.000Z,1.2304995860679107e+18,2020-07-12T05:46:07.000Z,⁣ ✧ Author’s Official Page,,0,1,0,254,230,,thats fabulous extended family members various conditions amazing thing write heroine best luck querying hope someone takes chance novel,[],"['', '', '', '', '']"
7042,1285323049982730249,larkbarker,259063735,larkbarker,"@JohnRossJPS @ms_albrecht @PatelSheilp @Sue_Innovates @Sflecce @tdsb Could not agree more. I also wonder if TDSB has any policy supporting staff with LDs an any other type of neurodiversity (i.e., ADHD, ASD, etc).",2020-07-20T21:17:49.000Z,1166659560.0,2011-03-01T02:20:36.000Z,"President, Decoding Dyslexia ON. Special Education Teacher. Advocate.
Tweets are my own. She/her.","Toronto, Ontario",0,1,0,945,728,,could agree also wonder tdsb policy supporting staff lds type e adhd asd etc,[],"['', '', '', '', '', '', '', '', '']"
7043,1285322355854782465,SpecialistUSA,968137444146245633,Specialisterne USA,"Apply now for Specialisterne USA Virtual Autism@Work pilot with TD Bank at Mt. Laurel, NJ. 
Deadline August 14th, 2020! 
APPLY HERE: https://t.co/htZjVl46vg

#neurodiversityatwork #neurodiverse #neurodiversity #autism #neurodiverseatwork #autismatwork https://t.co/klzYbmBtoQ",2020-07-20T21:15:04.000Z,,2018-02-26T14:55:28.000Z,"Ensuring that every Autistic and other neurodiverse person who wants a meaningful career, gets a meaningful career.  #AutismAtWork and #NeurodiversityAtWork",United States,2,2,0,543,644,,apply specialisterne usa virtual autism work pilot td bank mt laurel nj deadline august apply,"['#neurodiversityatwork', '#neurodiverse', '#neurodiversity', '#autism', '#neurodiverseatwork', '#autismatwork']","['', '', '', '', '', '', '']"
7045,1285318830810632205,jaime_a_heidel,1266072995673575424,Jaime A. Heidel - The Articulate Autistic,Why Some Autistic People Will Not Disclose They Are Autistic (Even to Avoid Communication Struggles): https://t.co/v6EkvjWbM6 #autistic #autism #neurodiversity #neurodivergent Please RT https://t.co/7LppjNmEhz,2020-07-20T21:01:03.000Z,,2020-05-28T18:26:29.000Z,No longer updating here. Find me on Instagram or LinkedIn.,Connecticut,0,1,0,1450,200,,autistic people disclose autistic even avoid communication struggles please rt,"['#autistic', '#autism', '#neurodiversity', '#neurodivergent']","['', '']"
7046,1285318638719963136,NeuroRebel,801841042710495232,NeuroDivergent Rebel (they/them/Xe/Xem) 🧠 🏳️‍🌈,"Why Addressing Neurodiversity Communication Barriers at Work Is a Two-Way Street

https://t.co/iRhaGdJZuD https://t.co/OgFbmn9U7Z",2020-07-20T21:00:18.000Z,,2016-11-24T17:32:56.000Z,"Lyric Rivera: #Queer #Trans #ActuallyAutistic #Hyperlexic #ADHD, educator,  artist, & best selling author of Workplace NeuroDiversity Rising",Nomad,5,6,0,40502,12287,,addressing communication barriers work twoway street,[],[]
7047,1285318574446346246,ExorcismHerb,908122272094998528,🍂Sage🍂,@bonybutt @darockreaper @tophatarnold @Jw_321123 @totallynotfilip @Struggle_Tweet Neurotribes: The Legacy of Autism and the future of Neurodiversity by Silberman also discusses this at length.,2020-07-20T21:00:02.000Z,9.081222720949985e+17,2017-09-14T00:16:36.000Z,"Lvl 25 Culinary Kobold🔪 He/they/fae -RA, BPD, ADHD, others- I'm a polyam greyce queer🏳️‍⚧️🏳️‍🌈 Inquire within regarding cryptid services",,0,0,0,179,651,,neurotribes legacy autism future silberman also discusses length,[],"['', '']"
7048,1285317735472340996,FitzhughClaire,1116698941477859329,Claire Bruce,"No 2 people with #Neurodiversity are the same.
.
My boys are at different levels with their needs and academia.
.
No 2 children with #neurodiversities should be taught the same, some may be visual learners rather than verbal learners.
.
It takes a person with a #neurodiversity up https://t.co/sbyeUAalUg",2020-07-20T20:56:42.000Z,,2019-04-12T13:45:49.000Z,Bsc(Hons) psychology and child development,Stafford,0,1,0,149,197,,people boys different levels needs academia children taught may visual learners rather verbal learners takes person,"['#neurodiversity', '#neurodiversities', '#neurodiversity']","['', '\n', '\n', '', '', '\n']"
